Time(s)\disp(mm)\Force(Lb)\Force(Lb)
0.000000000000000000e+00	3.832472431297170967e+00	4.334257600000001043e-01	1.045298335854765615e+00
1.001001001001000992e-03	3.821400222974371541e+00	6.794848799999999578e-01	7.515951588502269853e-01
2.002002002002001985e-03	3.809550382662643120e+00	7.701382400000000850e-01	6.536940998487140719e-01
3.003003003003002977e-03	3.796670137192226235e+00	1.074474520000000100e+00	4.578919818456884672e-01
4.004004004004003969e-03	3.784333967945743726e+00	1.385286039999999996e+00	2.947235501765002597e-01
5.005005005005004962e-03	3.775670419226124785e+00	1.275206959999999778e+00	9.892143217347457163e-02
6.006006006006005954e-03	3.772047244020656276e+00	1.249306000000000250e+00	2.947235501765002597e-01
7.007007007007006946e-03	3.770836702849059918e+00	1.450038439999999929e+00	-6.424699949571360813e-02
8.008008008008007939e-03	3.769784995273816719e+00	1.281682200000000105e+00	9.892143217347457163e-02
9.009009009009008931e-03	3.769821037855484391e+00	1.352909840000000141e+00	6.628774583963688294e-02
1.001001001001000992e-02	3.770554548783842108e+00	1.365860319999999906e+00	1.020373171961676869e-03
1.101101101101101092e-02	3.769876123605690132e+00	1.301107919999999973e+00	3.365405950579927752e-02
1.201201201201201191e-02	3.768199476470531106e+00	1.106850720000000177e+00	2.294561775088249655e-01
1.301301301301301290e-02	3.768052207808422427e+00	9.255440000000001444e-01	2.620898638426626404e-01
1.401401401401401389e-02	3.770687736252062994e+00	6.082572400000001434e-01	6.210604135148766192e-01
1.501501501501501488e-02	3.774758839692471835e+00	6.471086800000001027e-01	8.168625315179022239e-01
1.601601601601601588e-02	3.779022135622927880e+00	3.103962000000000110e-01	9.800309631870904870e-01
1.701701701701701513e-02	3.784851579117901821e+00	1.873666400000000010e-01	1.045298335854765615e+00
1.801801801801801786e-02	3.793435914005806264e+00	9.671327999999999869e-02	1.339001512859304244e+00
1.901901901901902059e-02	3.803733119957884323e+00	8.376279999999999837e-02	1.306367826525466569e+00
2.002002002002001985e-02	3.814872249089597211e+00	-5.221724000000000504e-02	1.404268885526979593e+00
2.102102102102101910e-02	3.826713335719806430e+00	-3.926676000000000472e-02	1.436902571860817046e+00
2.202202202202202183e-02	3.838275190748106969e+00	-5.869248000000000520e-02	1.404268885526979593e+00
2.302302302302302456e-02	3.848094206870606104e+00	-1.881972800000000223e-01	1.502169944528492396e+00
2.402402402402402382e-02	3.855401267705437451e+00	-2.076230000000000020e-01	1.469536258194654943e+00
2.502502502502502307e-02	3.859918073028532071e+00	-2.853258800000000317e-01	1.567437317196167523e+00
2.602602602602602580e-02	3.861386022222403014e+00	-1.817220400000000013e-01	1.469536258194654943e+00
2.702702702702702853e-02	3.860429457645746965e+00	-1.558210800000000007e-01	1.502169944528492396e+00
2.802802802802802778e-02	3.858532743955475741e+00	-1.104944000000000065e-01	1.502169944528492396e+00
2.902902902902902704e-02	3.856409904372844810e+00	-1.622963199999999939e-01	1.436902571860817046e+00
3.003003003003002977e-02	3.853776905872551062e+00	-1.336580000000000407e-02	1.241100453857791219e+00
3.103103103103103250e-02	3.849907043917722760e+00	1.096637599999999990e-01	1.306367826525466569e+00
3.203203203203203175e-02	3.844183796573396705e+00	3.362971600000000394e-01	1.045298335854765615e+00
3.303303303303303101e-02	3.836907946120065027e+00	3.816238400000000475e-01	1.110565708522440964e+00
3.403403403403403027e-02	3.827880880043462941e+00	6.471086800000001027e-01	8.821299041855775735e-01
3.503503503503503647e-02	3.816024609197513850e+00	8.154649200000001485e-01	7.842288451840646601e-01
3.603603603603603572e-02	3.802310975172893404e+00	8.154649200000001485e-01	5.231593545133637058e-01
3.703703703703703498e-02	3.789561708846088894e+00	9.902964000000000766e-01	3.599909228441755538e-01
3.803803803803804118e-02	3.779671572056145568e+00	1.281682200000000105e+00	2.294561775088249655e-01
3.903903903903904044e-02	3.773515277287611713e+00	1.229880280000000159e+00	5.557930408472013806e-01
4.004004004004003969e-02	3.771297743363591248e+00	1.404711760000000087e+00	-9.688068582955121355e-02
4.104104104104103895e-02	3.771639807939269673e+00	1.359385079999999801e+00	6.628774583963688294e-02
4.204204204204203821e-02	3.772253551666843396e+00	1.281682200000000105e+00	2.947235501765002597e-01
4.304304304304304440e-02	3.772175681831956506e+00	1.359385079999999801e+00	-6.424699949571360813e-02
4.404404404404404366e-02	3.771547108820402006e+00	1.288157439999999765e+00	1.020373171961676869e-03
4.504504504504504292e-02	3.769999552394308395e+00	1.249306000000000250e+00	9.892143217347457163e-02
4.604604604604604912e-02	3.768139114156841885e+00	9.449697200000000130e-01	5.231593545133637058e-01
4.704704704704704837e-02	3.768302412819719560e+00	1.003246880000000063e+00	3.273572365103378790e-01
4.804804804804804763e-02	3.771730060957370512e+00	5.564553199999999755e-01	8.494962178517398987e-01
4.904904904904904689e-02	3.777315957985420969e+00	3.557228800000000746e-01	8.168625315179022239e-01
5.005005005005004615e-02	3.783701170293079397e+00	2.715447599999999961e-01	1.175833081190116092e+00
5.105105105105105234e-02	3.791003905525528683e+00	1.096637599999999990e-01	1.143199394856278639e+00
5.205205205205205160e-02	3.800282664763998230e+00	5.786183999999999772e-02	1.339001512859304244e+00
5.305305305305305086e-02	3.811934302721764478e+00	-3.279152000000000455e-02	1.469536258194654943e+00
5.405405405405405705e-02	3.824312168241713383e+00	-1.493458400000000075e-01	1.469536258194654943e+00
