Time(s)\disp(mm)\Force(Lb)\Force(Lb)
0.000000000000000000e+00	3.812399980405578148e+00	-5.896621600000000463e-01	1.404268885526979593e+00
1.001001001001000992e-03	3.811519550976381510e+00	-6.673650399999999649e-01	1.306367826525466569e+00
2.002002002002001985e-03	3.811998647479434510e+00	-5.961373999999999285e-01	1.469536258194654943e+00
3.003003003003002977e-03	3.813456317887006009e+00	-6.026126399999999217e-01	1.339001512859304244e+00
4.004004004004003969e-03	3.815643848262565196e+00	-6.285136000000000056e-01	1.763239435199193128e+00
5.005005005005004962e-03	3.817814520404765766e+00	-5.767116799999999488e-01	1.665338376197680104e+00
6.006006006006005954e-03	3.817591928526278267e+00	-6.673650399999999649e-01	1.730605748865355453e+00
7.007007007007006946e-03	3.814819201283685235e+00	-6.414640799999999921e-01	1.763239435199193128e+00
8.008008008008007939e-03	3.813130866749180115e+00	-5.443354799999999827e-01	1.404268885526979593e+00
9.009009009009008931e-03	3.814214871184623323e+00	-5.249097599999998920e-01	1.632704689863842651e+00
1.001001001001000992e-02	3.815367560541564895e+00	-5.572859600000000802e-01	1.273734140191629116e+00
1.101101101101101092e-02	3.814981682890987713e+00	-4.666325999999999530e-01	1.208466767523953767e+00
1.201201201201201191e-02	3.813935658433188269e+00	-5.249097599999998920e-01	1.502169944528492396e+00
1.301301301301301290e-02	3.812657853611601588e+00	-4.860583200000000437e-01	1.436902571860817046e+00
1.401401401401401389e-02	3.811926822992365516e+00	-4.213059199999999449e-01	1.632704689863842651e+00
1.501501501501501488e-02	3.811615975273761059e+00	-3.824544800000000411e-01	1.697972062531518000e+00
1.601601601601601588e-02	3.809520984578146585e+00	-3.565535200000000127e-01	1.241100453857791219e+00
1.701701701701701513e-02	3.805973032272400580e+00	-3.177020799999999978e-01	1.567437317196167523e+00
1.801801801801801786e-02	3.804219609327661455e+00	-2.594249200000000033e-01	9.800309631870904870e-01
1.901901901901902059e-02	3.804909285133992292e+00	-2.205734800000000162e-01	1.045298335854765615e+00
2.002002002002001985e-02	3.804979482049986039e+00	-1.104944000000000065e-01	1.110565708522440964e+00
2.102102102102101910e-02	3.802716668658009613e+00	-1.104944000000000065e-01	1.012664649520927940e+00
2.202202202202202183e-02	3.799867132957438720e+00	-3.279152000000000455e-02	1.241100453857791219e+00
2.302302302302302456e-02	3.797699939765305288e+00	-1.984104000000000423e-02	1.143199394856278639e+00
2.402402402402402382e-02	3.795490782165729549e+00	1.355647199999999997e-01	9.800309631870904870e-01
2.502502502502502307e-02	3.792356935253364369e+00	9.023803999999999159e-02	9.800309631870904870e-01
2.602602602602602580e-02	3.788388886234510089e+00	1.161389999999999922e-01	6.863277861825517467e-01
2.702702702702702853e-02	3.785104853434603012e+00	1.938418799999999942e-01	6.210604135148766192e-01
