#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD1806
#Date Time: 2023-10-16 11:32:27.525
#Sample rate: 909091Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 135 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 20 mV/div Offset: 8 mV Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 100 mV/div Offset: 35 mV Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.0045045,0.0003080348442134062,-6.986275541136233e-05
-0.004503399999999999,0.0003080348442134062,-0.0004086567321274686
-0.0045023,0.0003080348442134062,-6.986275541136233e-05
-0.004501199999999999,-3.024658126040032e-05,0.000268931221304744
-0.0045001,-3.024658126040032e-05,-6.986275541136233e-05
-0.004499,0.0003080348442134062,-6.986275541136233e-05
-0.0044979,0.0003080348442134062,-6.986275541136233e-05
-0.0044968,0.0003080348442134062,-0.0004086567321276227
-0.0044957,-3.024658126024647e-05,-6.98627554115164e-05
-0.0044946,-3.024658126040032e-05,0.000268931221304898
-0.0044935,-3.024658126040032e-05,-6.986275541120827e-05
-0.0044924,-3.024658126040032e-05,0.000268931221304898
-0.0044913,0.0003080348442132524,0.0006077251980210044
-0.0044902,0.0006463162696872127,0.000268931221304898
-0.004489099999999999,0.0003080348442132524,0.0006077251980210044
-0.004488,-3.024658126040032e-05,0.000268931221304898
-0.004486899999999999,0.0003080348442134062,-6.986275541136233e-05
-0.0044858,0.0003080348442134062,-6.986275541136233e-05
-0.004484699999999999,-3.024658126024649e-05,0.0006077251980208503
-0.0044836,0.0003080348442134062,-6.986275541136233e-05
-0.0044825,0.0003080348442134062,-6.986275541136233e-05
-0.0044814,0.0003080348442134062,-6.986275541136233e-05
-0.0044803,0.0006463162696872127,-6.986275541136233e-05
-0.0044792,0.0003080348442135601,-6.986275541136233e-05
-0.0044781,-3.024658126040032e-05,0.0006077251980211584
-0.004477,0.000646316269686905,0.0006077251980211584
-0.0044759,0.0006463162696872127,0.000268931221304898
-0.0044748,0.0003080348442135601,-6.986275541120827e-05
-0.0044737,0.0003080348442134062,-6.986275541136233e-05
-0.004472599999999999,0.0003080348442132524,0.0006077251980211584
-0.0044715,-3.024658126040032e-05,0.0006077251980211584
-0.004470399999999999,0.0003080348442134062,0.0002689312213050521
-0.0044693,0.0003080348442134062,0.0006077251980211584
-0.004468199999999999,0.0006463162696872127,-6.986275541136233e-05
-0.0044671,0.0006463162696872127,-6.986275541136233e-05
-0.004465999999999999,0.0003080348442134062,0.0006077251980211584
-0.0044649,0.0003080348442134062,0.0006077251980211584
-0.0044638,-3.024658126040032e-05,-6.986275541136233e-05
-0.0044627,0.0003080348442132524,-6.986275541136233e-05
-0.0044616,-3.024658126040032e-05,0.000268931221304898
-0.0044605,-3.024658126040032e-05,-6.986275541120827e-05
-0.0044594,0.0003080348442134062,-6.986275541136233e-05
-0.0044583,0.0006463162696870589,0.000268931221304744
-0.0044572,-3.024658126040032e-05,-6.986275541136233e-05
-0.0044561,0.000646316269686905,-6.986275541136233e-05
-0.004455,0.0006463162696872127,0.000268931221304898
-0.004453899999999999,0.0006463162696872127,0.000268931221304744
-0.0044528,0.0006463162696872127,-6.986275541136233e-05
-0.004451699999999999,0.0006463162696870589,-6.986275541136233e-05
-0.0044506,0.0003080348442134062,-6.986275541136233e-05
-0.004449499999999999,0.0003080348442134062,-6.986275541120827e-05
